y_true,y_proba,relevance,threshold
0,0.2916486495740699,1,0.5
0,0.0758498715980037,1,0.5
0,0.1846437040431746,1,0.5
0,0.1099218188412341,1,0.5
1,0.1793412573241884,1,0.5
1,0.1951379481406518,1,0.5
0,0.0476128544005766,1,0.5
0,0.119901167226405,1,0.5
1,0.6131376066085994,1,0.5
0,0.1734424263888358,1,0.5
0,0.1624946946473935,1,0.5
0,0.1313715805318308,1,0.5
0,0.1562847731433856,1,0.5
0,0.1264393122010082,1,0.5
0,0.1027726855112707,1,0.5
0,0.2598995886991647,1,0.5
0,0.1757047271538669,1,0.5
0,0.1089228054139576,1,0.5
0,0.158907034594086,1,0.5
0,0.0639347905904119,1,0.5
0,0.6581145126722051,1,0.5
1,0.510136848383421,1,0.5
0,0.0802142977468467,1,0.5
1,0.1219938279124143,1,0.5
0,0.1293283399326822,1,0.5
0,0.1377537732435458,1,0.5
0,0.1083175332550955,1,0.5
0,0.146416265866379,1,0.5
0,0.1239659628636018,1,0.5
0,0.3696001625397829,1,0.5
0,0.0723652000145333,1,0.5
1,0.2059532524628124,1,0.5
1,0.1455909424452699,1,0.5
0,0.1305126504690369,1,0.5
0,0.0771953966934904,1,0.5
0,0.1233456911478366,1,0.5
1,0.3782193965168147,1,0.5
1,0.0788328181461707,1,0.5
0,0.0803884013683872,1,0.5
1,0.1069018438156112,1,0.5
1,0.5749948338841999,1,0.5
0,0.2192057090357467,1,0.5
0,0.1563340086815218,1,0.5
0,0.3485993301682298,1,0.5
1,0.7006673951529244,1,0.5
1,0.6825638288501333,1,0.5
0,0.0778129641933593,1,0.5
0,0.4533390497405683,1,0.5
0,0.2191222395968968,1,0.5
0,0.3020165898422594,1,0.5
1,0.134978018807485,1,0.5
1,0.5730051780925534,1,0.5
0,0.2683615158625431,1,0.5
1,0.1767222968593482,1,0.5
1,0.1716083391290299,1,0.5
0,0.1245276411363182,1,0.5
0,0.1075894141326092,1,0.5
0,0.1728296479157687,1,0.5
0,0.1985545043939566,1,0.5
0,0.0794573424170527,1,0.5
0,0.1928142431011671,1,0.5
0,0.0896294762458358,1,0.5
0,0.2432869460674948,1,0.5
0,0.0740561020024363,1,0.5
1,0.2186132888547309,1,0.5
0,0.1371878484454452,1,0.5
0,0.26665234761429,1,0.5
0,0.0644971662841342,1,0.5
1,0.3214817577812172,1,0.5
0,0.1523817049704291,1,0.5
0,0.1296769972949539,1,0.5
0,0.0715390228242184,1,0.5
0,0.0746403333434327,1,0.5
1,0.3084202645809012,1,0.5
1,0.345561823632132,1,0.5
1,0.1016685695494112,1,0.5
0,0.0681067279403088,1,0.5
1,0.1145799133223066,1,0.5
0,0.0602423415699391,1,0.5
0,0.145078986802249,1,0.5
0,0.2029989847778909,1,0.5
1,0.2303198214759118,1,0.5
1,0.3371391701693702,1,0.5
0,0.0376969008139687,1,0.5
0,0.4265363358578579,1,0.5
0,0.0492731124593788,1,0.5
1,0.428528691179927,1,0.5
0,0.1458340742250189,1,0.5
0,0.3521186563438409,1,0.5
0,0.1520009919067433,1,0.5
0,0.1849674668128407,1,0.5
0,0.2092151825382072,1,0.5
1,0.1246298656158152,1,0.5
1,0.3666379412359245,1,0.5
1,0.2979446671054899,1,0.5
0,0.3126640192070709,1,0.5
0,0.1586068704715818,1,0.5
0,0.1493053710097083,1,0.5
0,0.0571964184753635,1,0.5
0,0.1350593632010013,1,0.5
0,0.2830650231821255,1,0.5
1,0.4527493565786159,1,0.5
1,0.5510623159482028,1,0.5
