y_true,y_proba,relevance,threshold
0,0.1326987539428732,1,0.5
1,0.3989368759868385,1,0.5
1,0.2196641948873632,1,0.5
1,0.4492880632660155,1,0.5
1,0.4220276609288547,1,0.5
1,0.2316935901684916,1,0.5
1,0.3081181441639771,1,0.5
1,0.6881389050242132,1,0.5
1,0.1310429825443066,1,0.5
1,0.1218976189126951,1,0.5
1,0.6770543872187484,1,0.5
1,0.1424157776960161,1,0.5
1,0.542763210090973,1,0.5
1,0.6846551270323031,1,0.5
1,0.3015787601218304,1,0.5
1,0.3912803335670837,1,0.5
1,0.7103887703056253,1,0.5
1,0.055331195660725,1,0.5
1,0.693204710239006,1,0.5
0,0.3304750472064596,1,0.5
1,0.5057785650273999,1,0.5
1,0.2595487822467371,1,0.5
1,0.4178902614438586,1,0.5
1,0.1296336708057905,1,0.5
1,0.1591145248797425,1,0.5
1,0.3208105015459455,1,0.5
1,0.1670433868215151,1,0.5
0,0.3362191369784726,1,0.5
1,0.5,1,0.5
1,0.2034992914935912,1,0.5
1,0.0790416239218722,1,0.5
1,0.3320108234184627,1,0.5
1,0.5864523165741825,1,0.5
1,0.6212995560419063,1,0.5
1,0.4635492362410113,1,0.5
0,0.0522267088086935,1,0.5
1,0.1939853684471604,1,0.5
1,0.5904298355220134,1,0.5
1,0.2936959476314741,1,0.5
1,0.3910948185437349,1,0.5
1,0.5371410341653415,1,0.5
1,0.2060055635991647,1,0.5
1,0.4589654514934191,1,0.5
1,0.6681630597606375,1,0.5
1,0.1426606744816489,1,0.5
0,0.2008729641798166,1,0.5
1,0.2170256095872854,1,0.5
1,0.109582985978494,1,0.5
1,0.5129561565376641,1,0.5
1,0.3148580803066523,1,0.5
1,0.1562677676532481,1,0.5
1,0.262312852041473,1,0.5
1,0.2142958973482779,1,0.5
1,0.5360435315078601,1,0.5
1,0.3739770923794264,1,0.5
1,0.2224977889526282,1,0.5
1,0.22739374543683,1,0.5
1,0.3966149877537182,1,0.5
1,0.3686981823237259,1,0.5
0,0.1425116438450653,1,0.5
1,0.3094502180696545,1,0.5
1,0.2891122792664481,1,0.5
1,0.3701508670403607,1,0.5
1,0.2622007686507481,1,0.5
1,0.0736102623718324,1,0.5
1,0.3679902280600781,1,0.5
1,0.3443309960029145,1,0.5
1,0.2985640005627118,1,0.5
1,0.6038970024576814,1,0.5
1,0.4669419664855847,1,0.5
1,0.2111679565919675,1,0.5
1,0.4135541208236269,1,0.5
1,0.4380295266344356,1,0.5
1,0.0388992592061679,1,0.5
1,0.4623339566964284,1,0.5
1,0.5542942155611145,1,0.5
1,0.507352977351433,1,0.5
1,0.6268046892611027,1,0.5
1,0.8292200271830823,1,0.5
1,0.1967674145610185,1,0.5
1,0.6248944776996127,1,0.5
1,0.5384835013990247,1,0.5
1,0.6343059657537058,1,0.5
1,0.2292352350490742,1,0.5
1,0.5424314335958554,1,0.5
1,0.4007613795556337,1,0.5
1,0.6168518369433033,1,0.5
1,0.4095094633220915,1,0.5
1,0.2219254572863035,1,0.5
1,0.3730618904001591,1,0.5
1,0.5453736976201189,1,0.5
1,0.4347528189260415,1,0.5
1,0.1440410010087386,1,0.5
1,0.3017285509855597,1,0.5
1,0.1595812186968122,1,0.5
1,0.3883943282966193,1,0.5
1,0.414932979550916,1,0.5
1,0.481293493113532,1,0.5
1,0.395570434264934,1,0.5
1,0.2630039142112894,1,0.5
1,0.1265945429424644,1,0.5
1,0.1830760735094127,1,0.5
1,0.1070514402168473,1,0.5
1,0.0327240598591906,1,0.5
1,0.5939695643987312,1,0.5
1,0.1860381752048847,1,0.5
1,0.1849480070926516,1,0.5
1,0.2463741155334124,1,0.5
1,0.1221265567162521,1,0.5
1,0.4167834746425433,1,0.5
1,0.7894352968773554,1,0.5
1,0.4201521163822264,1,0.5
1,0.0658361533642366,1,0.5
1,0.5318466292828126,1,0.5
1,0.468390029807451,1,0.5
1,0.8623152455071698,1,0.5
1,0.7166078279711623,1,0.5
1,0.7261311099418711,1,0.5
1,0.4495553915610412,1,0.5
1,0.5387514213350563,1,0.5
1,0.0748612704554246,1,0.5
1,0.4143099876363329,1,0.5
1,0.6853864238840263,1,0.5
1,0.4360204742675904,1,0.5
1,0.1962098688789756,1,0.5
1,0.3062116225172341,1,0.5
1,0.145815402533532,1,0.5
1,0.3632897580614527,1,0.5
1,0.393341961830203,1,0.5
1,0.3133710845035637,1,0.5
1,0.1639356801109782,1,0.5
1,0.790019949073714,1,0.5
1,0.4105924628480907,1,0.5
1,0.1314595358086687,1,0.5
1,0.7940440689711704,1,0.5
1,0.2647814653480126,1,0.5
1,0.6436730790446448,1,0.5
1,0.2973566802599943,1,0.5
1,0.679123373978304,1,0.5
1,0.63772838952722,1,0.5
1,0.402535501324968,1,0.5
1,0.2930786010098445,1,0.5
1,0.2300973021259583,1,0.5
1,0.5275514433564589,1,0.5
1,0.4408491784608061,1,0.5
1,0.1984768518082006,1,0.5
1,0.8512751589299397,1,0.5
1,0.5,1,0.5
1,0.1191770783334921,1,0.5
1,0.1762264859445716,1,0.5
1,0.2562999635845647,1,0.5
1,0.1628751650205461,1,0.5
1,0.8139881953701466,1,0.5
1,0.1514750599639613,1,0.5
1,0.5663216290792378,1,0.5
1,0.036823358676457,1,0.5
1,0.111234458706269,1,0.5
1,0.4317245662064595,1,0.5
1,0.2679016242231697,1,0.5
0,0.0911531643847534,1,0.5
1,0.2878814631784025,1,0.5
1,0.6435873049620991,1,0.5
1,0.6967026678970563,1,0.5
1,0.3210172982833624,1,0.5
1,0.2226733526636415,1,0.5
1,0.1527429904299641,1,0.5
1,0.4861730573339394,1,0.5
1,0.2927200857539112,1,0.5
1,0.3325262597787231,1,0.5
1,0.1130814161511578,1,0.5
1,0.678319315425468,1,0.5
1,0.3697211688193108,1,0.5
1,0.7405507589577934,1,0.5
1,0.2525962032933035,1,0.5
1,0.1747051270372863,1,0.5
1,0.2882783342615042,1,0.5
1,0.7180464881974945,1,0.5
1,0.5823229434085333,1,0.5
1,0.732732708780847,1,0.5
1,0.1089494568937414,1,0.5
1,0.2388588538560093,1,0.5
1,0.6145642863787121,1,0.5
1,0.1313584915360633,1,0.5
0,0.1096257418262206,1,0.5
1,0.4021834722032282,1,0.5
1,0.2932226197731005,1,0.5
1,0.438454609657587,1,0.5
1,0.6239380591619431,1,0.5
1,0.2586706879593867,1,0.5
1,0.094388745283922,1,0.5
0,0.1070206505056598,1,0.5
1,0.2060059530328411,1,0.5
1,0.6380795547718429,1,0.5
1,0.4200765720209427,1,0.5
1,0.4949978555986696,1,0.5
1,0.6462680777775955,1,0.5
1,0.3474513093251002,1,0.5
1,0.3877377850973947,1,0.5
1,0.3673174952791478,1,0.5
1,0.1831280803771815,1,0.5
1,0.1647258450167754,1,0.5
1,0.5664459809227044,1,0.5
1,0.3540455023228988,1,0.5
1,0.3511419951264777,1,0.5
1,0.5512701765922706,1,0.5
1,0.4256643008187877,1,0.5
1,0.5749696512249607,1,0.5
1,0.3650620139111377,1,0.5
1,0.1838028221351165,1,0.5
1,0.1239909259830383,1,0.5
1,0.4539901338779584,1,0.5
1,0.2439996537496211,1,0.5
1,0.5872489648633006,1,0.5
1,0.5535094472099054,1,0.5
1,0.1363023121525201,1,0.5
1,0.3385736216242023,1,0.5
1,0.6742078860617722,1,0.5
1,0.4750684544433272,1,0.5
1,0.5760901794700627,1,0.5
1,0.26335905588901,1,0.5
1,0.4755569766429465,1,0.5
1,0.1264080834872559,1,0.5
1,0.3426895032748842,1,0.5
1,0.2687715113818302,1,0.5
1,0.091386698611601,1,0.5
1,0.6647561587433463,1,0.5
1,0.7895384311591019,1,0.5
1,0.764941364790179,1,0.5
1,0.2593272528863691,1,0.5
1,0.2192026159465043,1,0.5
1,0.3864910010868397,1,0.5
1,0.4313321457139212,1,0.5
1,0.4288826862010494,1,0.5
0,0.1631137886687557,1,0.5
1,0.478425574518805,1,0.5
1,0.8312366161468308,1,0.5
1,0.6837756673902465,1,0.5
1,0.72058993783198,1,0.5
1,0.4835514730963441,1,0.5
1,0.4488236946194404,1,0.5
1,0.4611630676785019,1,0.5
1,0.0601266038703916,1,0.5
1,0.6774794649203721,1,0.5
1,0.5336618965712367,1,0.5
1,0.4699364079784038,1,0.5
1,0.6620669425890119,1,0.5
1,0.4717577634434131,1,0.5
1,0.2047996333964595,1,0.5
1,0.0968395163518771,1,0.5
1,0.5,1,0.5
1,0.2832065633580998,1,0.5
1,0.446643929824307,1,0.5
1,0.4809604525159124,1,0.5
1,0.4708124216953199,1,0.5
1,0.1471309685776129,1,0.5
1,0.3443270363216035,1,0.5
1,0.413789352673482,1,0.5
1,0.5633488020986357,1,0.5
1,0.8337359888314662,1,0.5
1,0.4091809006267848,1,0.5
1,0.680980466561792,1,0.5
1,0.6642846830825854,1,0.5
1,0.3901859925055003,1,0.5
1,0.3366012932358965,1,0.5
1,0.8184222471434834,1,0.5
1,0.2547345153392613,1,0.5
1,0.8127536518081221,1,0.5
1,0.1904555398267135,1,0.5
1,0.6991180292955181,1,0.5
1,0.4693918449568912,1,0.5
1,0.516779732640678,1,0.5
1,0.2730798451880024,1,0.5
1,0.7740752514755614,1,0.5
1,0.7522087643435541,1,0.5
1,0.1498183055246549,1,0.5
1,0.5922177050488253,1,0.5
1,0.6133805008512154,1,0.5
1,0.1632797263779399,1,0.5
1,0.1327810307252417,1,0.5
1,0.5668365069730319,1,0.5
1,0.6884161969806728,1,0.5
1,0.0775680301320435,1,0.5
1,0.7241528899710574,1,0.5
1,0.6138863359398523,1,0.5
1,0.6961144730503425,1,0.5
1,0.0793092866345273,1,0.5
1,0.637053624857368,1,0.5
1,0.1802626435579732,1,0.5
1,0.2311489270380623,1,0.5
1,0.4017115503045816,1,0.5
1,0.1734604773356673,1,0.5
1,0.8625134636550161,1,0.5
1,0.3659180509537676,1,0.5
1,0.6866481831695429,1,0.5
1,0.3119655185990322,1,0.5
1,0.3019340281682674,1,0.5
1,0.918328926012153,1,0.5
1,0.5100992873248688,1,0.5
1,0.2138762897631963,1,0.5
1,0.3778447210845235,1,0.5
1,0.2002740193209664,1,0.5
1,0.063859383670054,1,0.5
1,0.4848083477083624,1,0.5
1,0.5338301687972382,1,0.5
1,0.3507750694962434,1,0.5
1,0.0792814857539204,1,0.5
1,0.106620612520849,1,0.5
1,0.1058328688971376,1,0.5
0,0.49360879918513,1,0.5
1,0.378770135561997,1,0.5
1,0.7531106670180083,1,0.5
1,0.5796769291540088,1,0.5
1,0.1201711077843079,1,0.5
1,0.0760595696660063,1,0.5
1,0.3768188199100721,1,0.5
1,0.9006810759185474,1,0.5
1,0.6457075451260325,1,0.5
1,0.274239457571404,1,0.5
1,0.6173141318823699,1,0.5
1,0.5,1,0.5
1,0.196009988566321,1,0.5
1,0.2977867004062597,1,0.5
1,0.5972781243674052,1,0.5
1,0.8036977564178625,1,0.5
1,0.4637054651227431,1,0.5
1,0.5,1,0.5
1,0.270862179787062,1,0.5
1,0.3528921538243938,1,0.5
1,0.3802360581044118,1,0.5
1,0.5920006980383938,1,0.5
1,0.4776831918063732,1,0.5
