y_true,y_proba,relevance,threshold
1,0.936501623245558,1,0.5
1,0.3412704325117317,1,0.5
1,0.1689612834675118,1,0.5
1,0.881418052420025,1,0.5
0,0.8648436065695854,1,0.5
0,0.7112549636380844,1,0.5
0,0.297650910586808,1,0.5
0,0.118345762358685,1,0.5
0,0.0852926030496381,1,0.5
0,0.1056280749344254,1,0.5
1,0.7800021231282951,1,0.5
0,0.7165702877222171,1,0.5
1,0.4062149864065693,1,0.5
0,0.0851652802480123,1,0.5
1,0.5054576860395286,1,0.5
0,0.1505828080094332,1,0.5
0,0.753103796258573,1,0.5
0,0.15842302586728,1,0.5
1,0.8062298770117221,1,0.5
0,0.90865433156178,1,0.5
0,0.6460149636162729,1,0.5
0,0.4705839868883014,1,0.5
0,0.2157707060127144,1,0.5
0,0.0962631504464894,1,0.5
1,0.7711453926314982,1,0.5
1,0.9344260334794454,1,0.5
0,0.7353488767878481,1,0.5
1,0.9332251258570486,1,0.5
0,0.0543682945166691,1,0.5
1,0.927407247133698,1,0.5
0,0.6563723849540397,1,0.5
0,0.2551043810193433,1,0.5
1,0.871810728233063,1,0.5
0,0.1754595927723815,1,0.5
1,0.827250032943486,1,0.5
1,0.6045670687174676,1,0.5
0,0.0510038982515827,1,0.5
0,0.3881277940079338,1,0.5
0,0.353922097859683,1,0.5
1,0.9040137076985664,1,0.5
1,0.8011771750846087,1,0.5
0,0.4194372667297726,1,0.5
1,0.6185738008393095,1,0.5
1,0.8563081109779253,1,0.5
0,0.1673968682806821,1,0.5
1,0.8903207514934214,1,0.5
1,0.6219710306714503,1,0.5
1,0.915520960270715,1,0.5
1,0.8676677669053058,1,0.5
0,0.0372162763499451,1,0.5
1,0.7482707917653886,1,0.5
1,0.8556200683742727,1,0.5
0,0.0391654766913818,1,0.5
1,0.8788809858622251,1,0.5
0,0.5733985237879915,1,0.5
1,0.7915131891792798,1,0.5
1,0.9568866521720906,1,0.5
1,0.8942065816146468,1,0.5
0,0.1023086787065574,1,0.5
1,0.851313339564512,1,0.5
0,0.2258831239477826,1,0.5
1,0.7823084239674929,1,0.5
1,0.3181855400288368,1,0.5
0,0.2245098141511764,1,0.5
0,0.0810517403044715,1,0.5
0,0.3527256721349765,1,0.5
1,0.908425513450046,1,0.5
1,0.3548856245714746,1,0.5
1,0.1048745486891402,1,0.5
0,0.8752061442168942,1,0.5
0,0.1766459809542672,1,0.5
0,0.1046848784272617,1,0.5
1,0.7960114798032909,1,0.5
1,0.7457870602396949,1,0.5
1,0.8851694369556159,1,0.5
1,0.8635156765660874,1,0.5
1,0.8824105544481934,1,0.5
1,0.8592701846590777,1,0.5
0,0.4672670626299751,1,0.5
0,0.7429395675109947,1,0.5
