y_true,y_proba,relevance,threshold
1,0.8827483555310903,1,0.5
1,0.7998233809163581,1,0.5
1,0.8185651580543671,1,0.5
1,0.8263047640629453,1,0.5
1,0.1949900766852185,1,0.5
1,0.9085350930147522,1,0.5
1,0.7014525526582832,1,0.5
1,0.6827838497849152,1,0.5
1,0.8501149803125543,1,0.5
1,0.9514848087277809,1,0.5
1,0.9295918907793423,1,0.5
1,0.2499350794525186,1,0.5
1,0.9089935637500396,1,0.5
1,0.6541338553398982,1,0.5
1,0.9598345722531946,1,0.5
1,0.9512046574676908,1,0.5
1,0.9739746239401068,1,0.5
1,0.956273761853611,1,0.5
1,0.934384931453872,1,0.5
1,0.8838092108873975,1,0.5
1,0.9602554937993764,1,0.5
1,0.9290347539823008,1,0.5
1,0.347298007297953,1,0.5
1,0.9544816057911782,1,0.5
1,0.9104918324540742,1,0.5
1,0.9324993124476272,1,0.5
1,0.7915065108333084,1,0.5
1,0.7348885977531218,1,0.5
1,0.5251866550805602,1,0.5
1,0.925869842861316,1,0.5
1,0.9399480413935888,1,0.5
1,0.9341114106088144,1,0.5
1,0.4507094920963062,1,0.5
1,0.7564277339945048,1,0.5
1,0.8254597945580645,1,0.5
1,0.7752361502306191,1,0.5
1,0.8471822828279424,1,0.5
1,0.881565698987329,1,0.5
1,0.9630490676557918,1,0.5
1,0.9311352810387568,1,0.5
1,0.9333050370104788,1,0.5
1,0.944412134689861,1,0.5
1,0.7499698574177318,1,0.5
1,0.8975830965157866,1,0.5
1,0.8602020651081427,1,0.5
1,0.8304361213860286,1,0.5
1,0.9450702999091852,1,0.5
1,0.9314102612917076,1,0.5
1,0.909907074909062,1,0.5
1,0.7601302438218439,1,0.5
1,0.924469507604278,1,0.5
1,0.9149369817866116,1,0.5
1,0.9400822327747632,1,0.5
1,0.9083636250280284,1,0.5
1,0.9224027935201712,1,0.5
1,0.1882683723650114,1,0.5
1,0.9071705765481612,1,0.5
1,0.8744508358250063,1,0.5
1,0.9570096691564164,1,0.5
1,0.3547257595534866,1,0.5
1,0.8803110504338921,1,0.5
1,0.5740520857881772,1,0.5
1,0.9149020653215304,1,0.5
1,0.8816753503191095,1,0.5
1,0.9268840685790748,1,0.5
1,0.9438426026601398,1,0.5
1,0.930489820764268,1,0.5
1,0.8418747734545667,1,0.5
1,0.8637389122743252,1,0.5
1,0.9018465745627212,1,0.5
1,0.7465083726244525,1,0.5
1,0.512625734950712,1,0.5
1,0.7240456185201781,1,0.5
1,0.9386750976146698,1,0.5
1,0.8577671467807205,1,0.5
1,0.944889642476484,1,0.5
1,0.7979420491930063,1,0.5
1,0.9352161719139828,1,0.5
1,0.3404455945463009,1,0.5
1,0.8843839764005152,1,0.5
